flow,fail
0.961209,0.0918128
0.875261,0
0.771168,0
0.823621,0
0.858816,0
0.935876,0.0538143
0.956602,0.0849027
0.897128,0
0.888096,0
0.812254,0
0.847041,0
0.964588,0.0968822
1.02891,0.193366
0.886371,0
1.00134,0.152003
0.892958,0
0.950083,0.0751241
1.00378,0.155676
0.930921,0.046381
0.887746,0
0.810504,0
0.815291,0
0.871554,0
0.98547,0.128205
0.863471,0
1.06385,0.245775
0.840425,0
0.838995,0
0.96999,0.104985
0.92949,0.0442354
0.851797,0
0.864895,0
0.834776,0
0.849791,0
0.937022,0.0555333
0.920421,0.030631
0.814189,0
0.898491,0
0.82529,0
0.968759,0.103138
1.00798,0.161973
0.942034,0.0630504
0.865978,0
1.01769,0.176529
0.754615,0
0.991345,0.137017
0.890886,0
0.942906,0.0643584
0.871266,0
0.932198,0.0482966
0.878855,0
0.847326,0
0.904529,0.00679359
0.977808,0.116712
0.854763,0
0.86841,0
1.07878,0.268169
0.86221,0
0.918743,0.0281151
0.887948,0
0.943032,0.0645476
0.886465,0
0.974574,0.11186
0.819817,0
0.866768,0
0.994473,0.14171
0.795669,0
0.931589,0.0473838
0.9991,0.14865
0.895905,0
0.985068,0.127603
0.860036,0
0.908358,0.0125377
0.919217,0.028826
0.846148,0
0.887215,0
0.925233,0.0378495
0.913053,0.0195791
0.886648,0
0.849501,0
0.878501,0
0.908666,0.0129985
1.01516,0.172736
0.911433,0.0171496
0.837038,0
1.00892,0.163384
0.745117,0
0.973083,0.109624
0.971919,0.107878
0.848681,0
0.86425,0
0.737998,0
1.05709,0.235636
0.851394,0
1.01058,0.165864
1.01195,0.167924
0.94092,0.0613806
0.942341,0.0635117
0.93121,0.0468157
0.890575,0
0.737066,0
0.932175,0.0482623
0.922517,0.033776
0.703629,0
1.02772,0.191575
0.874112,0
0.915521,0.0232813
0.855541,0
0.823479,0
0.896994,0
0.9006,0.000899424
0.87833,0
0.851546,0
0.937532,0.0562983
0.970799,0.106198
0.785777,0
1.02577,0.188655
0.809042,0
0.990469,0.135703
0.993532,0.140299
0.977212,0.115819
0.861154,0
0.965957,0.0989349
0.853827,0
0.919026,0.0285394
0.995601,0.143401
0.856242,0
0.897304,0
0.914565,0.0218477
0.8465,0
0.817822,0
0.865878,0
0.947917,0.0718753
0.942528,0.0637926
0.778192,0
0.962752,0.0941283
0.973054,0.109581
0.963133,0.0946991
0.976195,0.114292
0.861004,0
0.943675,0.0655131
0.891031,0
0.837424,0
0.975499,0.113249
0.966222,0.0993332
0.750977,0
0.927237,0.0408549
0.902864,0.00429612
0.806471,0
1.0027,0.154046
0.866415,0
0.876273,0
0.905326,0.00798931
0.953959,0.0809391
0.834657,0
0.958902,0.0883523
0.922072,0.0331073
0.959408,0.0891126
0.940634,0.0609505
0.93007,0.0451043
0.897607,0
0.977486,0.116229
0.87041,0
0.869666,0
0.902044,0.00306662
0.968753,0.10313
0.936134,0.0542008
0.836067,0
0.82899,0
0.915892,0.0238386
0.934437,0.0516549
0.850678,0
0.905486,0.00822933
0.810198,0
0.989794,0.13469
0.935836,0.0537543
0.883524,0
0.727767,0
0.840724,0
0.943063,0.064595
0.835804,0
0.840204,0
0.87308,0
0.996335,0.144502
0.787788,0
0.914121,0.0211808
0.854937,0
0.926065,0.0390968
0.958496,0.0877446
0.810132,0
0.843456,0
0.882863,0
0.834539,0
0.884186,0
0.84918,0
0.943188,0.0647815
0.895804,0
0.996811,0.145217
1.03105,0.196569
0.949325,0.0739868
0.944312,0.0664673
0.91084,0.0162607
0.960502,0.0907534
0.942269,0.0634029
0.892843,0
0.949434,0.0741503
0.882691,0
0.796284,0
0.969858,0.104787
0.805128,0
0.974555,0.111833
0.910209,0.015313
0.878694,0
0.856272,0
0.908912,0.0133674
0.858351,0
1.00459,0.156891
1.00979,0.16469
0.953719,0.080579
1.00289,0.154333
0.78756,0
0.900187,0.000280548
0.880791,0
1.02261,0.183919
0.932488,0.0487322
0.924957,0.0374348
0.932703,0.0490552
0.8166,0
0.90149,0.00223461
1.0409,0.211346
0.93395,0.0509247
0.777179,0
0.944162,0.0662431
0.933805,0.0507069
1.01422,0.171332
0.949454,0.0741813
0.870741,0
0.862923,0
0.8928,0
0.942772,0.0641581
0.965546,0.0983189
0.971761,0.107642
0.963179,0.0947681
0.946503,0.0697538
0.86816,0
0.814942,0
0.868943,0
0.798712,0
0.843057,0
0.934938,0.0524076
0.840257,0
0.72178,0
0.947778,0.0716663
0.842692,0
0.814422,0
1.03619,0.204289
0.807072,0
0.879539,0
0.986274,0.129411
0.808177,0
0.907375,0.011063
0.891231,0
0.919206,0.0288097
0.913286,0.0199295
0.916619,0.0249288
0.823566,0
0.770535,0
0.834507,0
1.00421,0.156312
0.961463,0.0921952
0.839387,0
0.880085,0
1.03465,0.201972
0.868186,0
0.77454,0
1.00575,0.158623
0.882442,0
0.893901,0
0.904037,0.00605603
0.862584,0
0.798443,0
0.945567,0.0683512
0.88279,0
0.8437,0
0.828507,0
0.82245,0
0.931351,0.0470263
0.88701,0
0.765373,0
0.845561,0
0.862072,0
0.891776,0
0.832084,0
0.795881,0
1.00034,0.150511
1.02496,0.187433
0.784595,0
0.934715,0.0520725
0.873909,0
0.820387,0
0.875108,0
0.816596,0
0.913448,0.0201727
0.836907,0
0.909716,0.0145747
0.819625,0
0.767199,0
0.947149,0.0707234
0.909014,0.0135206
0.856252,0
0.791279,0
0.90571,0.00856429
0.966751,0.100127
0.900786,0.00117947
1.05263,0.228938
0.796156,0
0.813925,0
0.850135,0
0.892932,0
0.88616,0
0.900646,0.000968518
0.809456,0
0.803134,0
0.781583,0
0.965976,0.0989644
0.971304,0.106956
0.958659,0.0879883
0.953993,0.0809893
0.826721,0
0.956593,0.0848898
0.737101,0
0.909373,0.0140599
0.954832,0.082248
0.888313,0
0.855983,0
1.0275,0.191244
0.866712,0
0.921389,0.0320836
0.887404,0
0.960856,0.0912834
0.901543,0.00231493
0.924603,0.0369052
0.814536,0
0.934877,0.0523154
0.896122,0
0.914296,0.0214436
0.9087,0.0130506
0.964376,0.0965642
0.809741,0
0.973539,0.110308
0.860577,0
0.957994,0.0869906
0.949882,0.0748225
0.895992,0
0.740976,0
0.856514,0
0.85146,0
1.0788,0.268202
0.83642,0
1.03062,0.195931
0.979074,0.11861
0.882722,0
0.958528,0.0877913
0.866913,0
0.900752,0.00112788
0.936222,0.0543329
0.895966,0
0.909118,0.0136771
0.843343,0
0.812534,0
0.873065,0
0.831938,0
0.870335,0
1.01203,0.168042
0.898391,0
1.08159,0.272385
0.878315,0
0.9494,0.0741001
0.939085,0.0586275
0.913198,0.0197963
0.913436,0.0201537
0.793975,0
0.935161,0.052741
0.877505,0
0.919763,0.0296442
0.819441,0
0.835179,0
0.905679,0.0085188
0.934135,0.0512032
0.939994,0.0599916
0.950918,0.0763764
0.83968,0
0.89854,0
0.818515,0
0.928539,0.0428092
0.813956,0
0.992775,0.139163
0.898073,0
0.880232,0
0.917971,0.0269566
0.940759,0.061139
0.881811,0
0.847031,0
0.931742,0.0476135
0.953281,0.0799222
0.868152,0
1.03379,0.200682
0.9439,0.0658497
0.940852,0.0612779
0.83628,0
0.961582,0.0923732
0.93309,0.0496345
0.691747,0
0.936975,0.0554623
0.899983,0
0.881862,0
0.817819,0
0.949053,0.0735802
0.80424,0
