flow,fail
1.06121,0.241813
0.975261,0.112892
0.871168,0
0.923621,0.0354313
0.958816,0.0882245
1.03588,0.203814
1.0566,0.234903
0.997128,0.145692
0.988096,0.132144
0.912254,0.0183817
0.947041,0.0705622
1.06459,0.246882
1.12891,0.343366
0.986371,0.129556
1.10134,0.302003
0.992958,0.139437
1.05008,0.225124
1.10378,0.305676
1.03092,0.196381
0.987746,0.131618
0.910504,0.0157557
0.915291,0.0229369
0.971554,0.107331
1.08547,0.278205
0.963471,0.0952063
1.16385,0.395775
0.940425,0.0606372
0.938995,0.0584924
1.06999,0.254985
1.02949,0.194235
0.951797,0.0776956
0.964895,0.0973423
0.934776,0.0521637
0.949791,0.0746859
1.03702,0.205533
1.02042,0.180631
0.914189,0.0212833
0.998491,0.147737
0.92529,0.037935
1.06876,0.253138
1.10798,0.311973
1.04203,0.21305
0.965978,0.0989666
1.11769,0.326529
0.854615,0
1.09134,0.287017
0.990886,0.136329
1.04291,0.214358
0.971266,0.106899
1.0322,0.198297
0.978855,0.118282
0.947326,0.0709884
1.00453,0.156794
1.07781,0.266712
0.954763,0.0821441
0.96841,0.102614
1.17878,0.418169
0.96221,0.093315
1.01874,0.178115
0.987948,0.131922
1.04303,0.214548
0.986465,0.129697
1.07457,0.26186
0.919817,0.0297256
0.966768,0.100151
1.09447,0.29171
0.895669,0
1.03159,0.197384
1.0991,0.29865
0.995905,0.143857
1.08507,0.277603
0.960036,0.0900546
1.00836,0.162538
1.01922,0.178826
0.946148,0.0692219
0.987215,0.130822
1.02523,0.187849
1.01305,0.169579
0.986648,0.129972
0.949501,0.074251
0.978501,0.117751
1.00867,0.162998
1.11516,0.322736
1.01143,0.16715
0.937038,0.0555568
1.10892,0.313384
0.845117,0
1.07308,0.259624
1.07192,0.257878
0.948681,0.0730208
0.96425,0.0963754
0.837998,0
1.15709,0.385636
0.951394,0.0770909
1.11058,0.315864
1.11195,0.317924
1.04092,0.211381
1.04234,0.213512
1.03121,0.196816
0.990575,0.135862
0.837066,0
1.03217,0.198262
1.02252,0.183776
0.803629,0
1.12772,0.341575
0.974112,0.111167
1.01552,0.173281
0.955541,0.0833109
0.923479,0.0352192
0.996994,0.145492
1.0006,0.150899
0.97833,0.117495
0.951546,0.0773193
1.03753,0.206298
1.0708,0.256198
0.885777,0
1.12577,0.338655
0.909042,0.013563
1.09047,0.285703
1.09353,0.290299
1.07721,0.265819
0.961154,0.0917317
1.06596,0.248935
0.953827,0.0807407
1.01903,0.178539
1.0956,0.293401
0.956242,0.0843629
0.997304,0.145956
1.01457,0.171848
0.9465,0.06975
0.917822,0.0267326
0.965878,0.0988164
1.04792,0.221875
1.04253,0.213793
0.878192,0
1.06275,0.244128
1.07305,0.259581
1.06313,0.244699
1.07619,0.264292
0.961004,0.0915055
1.04368,0.215513
