ID,Name,Frame,Ex,Var,Min,Max,Dif,Neg
1,AEC,DA,36.3401232979,205.748935756,20.9426270342,58.5847060777,37.6420790435,0.0254101627366
2,AECI,DA,34.0173392007,206.961850298,18.6047260046,56.0105878446,37.4058618399,0.032318166722
3,AECI.ALTW,DA,32.845203565,239.207687398,15.8127923429,55.5443279234,39.7315355805,0.19721181856
4,AECI.AMMO,DA,33.521520203,191.315517513,19.1669443407,54.2820545387,35.115110198,0.0328614120284
5,AECI.APM_1.AZ,DA,30.4579444575,147.322407478,18.2924612494,47.761493659,29.4690324096,0.0411366838891
6,AECI.APM_2.AZ,DA,30.9576080319,174.601000489,17.8617660874,49.4830295914,31.621263504,0.0454250821982
7,AECI.CWLD,DA,34.017935784,225.169489637,18.7732947977,56.2465426301,37.4732478324,0.034938583815
8,AEP,DA,38.1620980018,211.314633906,22.2519329127,60.5242278313,38.2722949186,0.00354699435404
9,ALTE.ALTE,DA,37.3251634285,268.98034913,18.0619063434,62.9364928595,44.8745865161,0.178927266689
10,ALTE.AZ,DA,32.2586728902,183.488206998,16.3365241898,52.4204133396,36.0838891498,0.251155472053
11,ALTE.CC.RIVS1,DA,36.624524798,268.771004712,17.4258020591,62.7783427433,45.3525406842,0.447940883427
12,ALTE.CC.RIVS2,DA,36.624524798,268.771004712,17.4258020591,62.7783427433,45.3525406842,0.447940883427
13,ALTE.CEDARDGE,DA,29.8824972165,109.022380846,16.7798201439,46.76663926,29.9868191161,0.216017471737
14,ALTE.COLUMBAL1,DA,35.4339402745,236.207039269,17.3356459648,59.4993955497,42.1637495849,0.242294918632
15,ALTE.COLUMBAL2,DA,35.434135946,236.229501181,17.3346595815,59.501428097,42.1667685154,0.242205247426
16,ALTE.EDEN0MONT,DA,36.893859183,305.106355314,16.5788874128,63.9161275324,47.3372401196,0.309432082365
17,ALTE.EDGG3G3,DA,35.2629144526,220.263321905,18.0508269678,58.5402457655,40.4894187977,0.193859182996
18,ALTE.EDGG4G4,DA,35.2431187036,220.305690982,18.057675191,58.506652275,40.448977084,0.196868150116
19,ALTE.EDGG5G5,DA,35.2525945146,220.473566285,18.0665659249,58.5222318167,40.4556658917,0.196688807705
20,ALTE.KILBOUNIL,DA,37.135740341,294.723843471,17.7357754899,63.3470840252,45.6113085354,0.177137163733
21,ALTE.NEDG1G1,DA,36.1705218366,323.797806983,15.8029292594,63.7667220193,47.9637927599,0.361056127532
22,ALTE.NEDG2G2,DA,36.1383013672,323.317660918,15.7897110594,63.7098472268,47.9201361674,0.362387910993
23,ALTE.NEENAHG1,DA,30.4930737434,117.875644459,17.2529081633,47.7913095238,30.5384013605,0.0618990929705
24,ALTE.NEENAHG2,DA,30.4934554516,117.880062897,17.2529421769,47.7913151927,30.5383730159,0.0618990929705
25,ALTE.PAR_1.AZ,DA,31.9159848129,180.451061366,16.2794316581,51.8555331141,35.5761014561,0.285584781588
26,ALTE.PDSG1S1,DA,36.7537156814,265.649918875,17.6271072733,62.2667685154,44.6396612421,0.220063101959
27,ALTE.ROCKGEN1,DA,35.907438697,247.348784203,17.2531883095,60.6791730322,43.4259847227,0.415891730322
28,ALTE.ROCKGEN2,DA,35.9056454113,247.258656356,17.2532680173,60.675330455,43.4220624377,0.415891730322
29,ALTE.ROCKGEN3,DA,35.9067716982,247.286349945,17.2532879442,60.6780637662,43.424775822,0.415891730322
30,ALTE.RORG3R3,DA,36.6236523027,268.781748502,17.4288575224,62.7660478246,45.3371903022,0.445260710727
31,ALTE.RORG5R5,DA,36.6224988929,268.735935955,17.4296778479,62.7644204583,45.3347426104,0.445260710727
32,ALTE.RORG6R6,DA,36.6208398373,268.698693036,17.4296778479,62.7616771837,45.3319993358,0.445260710727
33,ALTE.SFONDDLG1,DA,35.9324290103,236.467163584,18.0195782132,59.9339920292,41.914413816,0.170395217536
34,ALTE.SFONDDLG2,DA,35.9310092162,236.428600704,18.019531717,59.93132182,41.911790103,0.170395217536
35,ALTE.SFONDDLG3,DA,35.9319834219,236.493906607,18.019551644,59.9330156094,41.9134639655,0.170395217536
36,ALTE.SFONDDLG4,DA,35.9322075999,236.493609705,18.0196180671,59.933603454,41.9139853869,0.170395217536
37,ALTE.SHEB1,DA,35.5585903078,241.315974803,18.1655297243,59.2981932913,41.1326635669,0.211076054467
38,ALTE.SHEB2,DA,35.5585903078,241.315974803,18.1655297243,59.2981932913,41.1326635669,0.211076054467
39,ALTE.SHEEPSIN1,DA,37.752227942,279.197082607,17.8463500498,64.180554633,46.3342045832,0.570358684822
40,ALTE.TOWNECT_1,DA,36.624524798,268.771004712,17.4258020591,62.7783427433,45.3525406842,0.447940883427
41,ALTE.TOWNECT_2,DA,36.624524798,268.771004712,17.4258020591,62.7783427433,45.3525406842,0.447940883427
42,ALTE.TOWNEST11,DA,36.624524798,268.771004712,17.4258020591,62.7783427433,45.3525406842,0.447940883427
43,ALTE.TOWNEST12,DA,36.624524798,268.771004712,17.4258020591,62.7783427433,45.3525406842,0.447940883427
44,ALTE.TURTLE0R4,DA,36.7762029503,265.61022881,17.4692162072,62.9524609764,45.4832447692,0.468136831617
45,ALTE.WPPI_1.AZ,DA,33.1579562001,217.719575162,15.7471348051,55.0400469704,39.2929121653,0.285833724753
46,ALTW.8THST3,DA,37.7474845013,465.696184156,14.9428196612,69.2639754234,54.3211557622,1.24955164397
47,ALTW.8THST4,DA,37.9900727887,472.428193194,14.9971272003,69.8316439721,54.8345167718,1.15802059117
48,ALTW.ADAMSADAM,DA,37.6573598196,402.369203017,14.9382032547,68.5280239123,53.5898206576,1.52724676187
49,ALTW.ALTW,DA,34.7513424388,294.733369191,15.1791066091,60.9159216207,45.7368150116,0.436492859515
50,ALTW.AMESWIND,DA,24.2103196816,189.606922741,7.5718912081,44.9327767236,37.3608855155,10.9606578115
51,ALTW.AZ,DA,30.1978397526,226.655278587,12.8868060122,52.0878252701,39.2010192579,0.613447627994
52,ALTW.BART1NIPS,DA,26.4411727472,155.150813899,10.5165729665,46.4323504785,35.915777512,2.63054425837
53,ALTW.BART1WPPI,DA,26.4415223784,155.153794152,10.5167942584,46.4328289474,35.916034689,2.63054425837
54,ALTW.BARTON2,DA,27.0999578629,164.273721442,10.6629209622,47.8197741777,37.1568532155,2.21146784487
55,ALTW.BENT_TREE,DA,28.03388462,220.013902037,9.22389563974,51.829992852,42.6060972123,8.43208005718
56,ALTW.BEPM.CBLD,DA,28.6346781798,219.694598087,11.0894210526,51.7254078947,40.6359868421,5.28772368421
57,ALTW.BRLGTN1,DA,33.5818771449,236.641601618,16.7269877117,56.8797741614,40.1527864497,0.140375290601
58,ALTW.BRLGTN2,DA,33.5818771449,236.641601618,16.7269877117,56.8797741614,40.1527864497,0.140375290601
59,ALTW.BRLGTN3,DA,33.5818771449,236.641601618,16.7269877117,56.8797741614,40.1527864497,0.140375290601
60,ALTW.BRLGTN4,DA,33.5818771449,236.641601618,16.7269877117,56.8797741614,40.1527864497,0.140375290601
61,ALTW.BRLGTN5,DA,33.4901855696,235.455403425,16.6475124543,56.7444802391,40.0969677848,0.184556625706
62,ALTW.BROOKE1,DA,31.0207314846,271.698934568,12.2044271006,56.0619993358,43.8575722351,3.98394221189
63,ALTW.BVRCH2,DA,30.8087011513,278.722631832,11.9199701096,55.5069644636,43.586994354,7.23812354699
64,ALTW.CC.EMERY1,DA,33.6651728385,318.478973174,13.0165094653,61.4382165394,48.4217070741,3.35384921953
65,ALTW.CC.EMERY2,DA,33.6651728385,318.478973174,13.0165094653,61.4382165394,48.4217070741,3.35384921953
66,ALTW.CC.SLAK1,DA,32.0852612643,249.955036349,13.9795483228,56.1425606111,42.1630122883,1.59128196612
67,ALTW.CC.SLAK2,DA,32.0853015333,249.95562815,13.979551644,56.1426403188,42.1630886749,1.59127864497
68,ALTW.CERROG1,DA,33.4236174305,313.412260645,12.9722251744,60.8619063434,47.889681169,2.97390567918
69,ALTW.CMMPA.MTL,DA,34.3438828462,338.023943356,13.2354666224,62.3889604782,49.1534938559,4.88323480571
70,ALTW.CMMPA.SPR,DA,35.6090024078,366.839651663,13.6678811026,64.625841913,50.9579608104,4.82454998339
71,ALTW.CMMPA.WIN,DA,32.7914997786,322.704027025,12.5253370973,60.0413251411,47.5159880438,4.57871471272
72,ALTW.CRLK2WPL,DA,23.3564257854,171.295236214,6.59428842505,44.2242757748,37.6299873498,17.2460468058
73,ALTW.CRLK3CWLD,DA,24.2401752745,209.247380784,6.605,46.7496706587,40.1446706587,22.5363622754
74,ALTW.CRLKCWLP,DA,23.3772807018,168.399627285,6.71744019139,44.0500059809,37.3325657895,16.3210526316
75,ALTW.CRLKIMPA,DA,23.3772807018,168.399627285,6.71744019139,44.0500059809,37.3325657895,16.3210526316
76,ALTW.CRYLAKE2,DA,22.6171633512,173.494574819,5.77361897475,43.483075746,37.7094567712,19.9468936496
77,ALTW.CRYSTAL3,DA,23.3574067046,171.311493335,6.59428842505,44.2258254269,37.6315370019,17.2460468058
78,ALTW.DAEC,DA,30.313373278,297.243612238,10.3770054201,55.702550813,45.325545393,12.9352100271
79,ALTW.ELKWIND,DA,29.6318621727,265.515755911,11.2564012739,53.7257006369,42.4692993631,3.48341825902
80,ALTW.EMERY31,DA,33.6651728385,318.478973174,13.0165094653,61.4382165394,48.4217070741,3.35384921953
81,ALTW.EMERY32,DA,33.6651728385,318.478973174,13.0165094653,61.4382165394,48.4217070741,3.35384921953
82,ALTW.EMERY_1,DA,33.6651728385,318.478973174,13.0165094653,61.4382165394,48.4217070741,3.35384921953
83,ALTW.EMERY_2,DA,33.6651728385,318.478973174,13.0165094653,61.4382165394,48.4217070741,3.35384921953
84,ALTW.ENDV,DA,25.6815248301,238.216464156,7.61327091136,48.7468747399,41.1336038285,21.7494423637
85,ALTW.FAIR1,DA,31.0992705468,220.669760872,13.6710419532,53.8637792297,40.1927372765,1.03466643741
86,ALTW.FAIR2,DA,31.0985024072,220.660873856,13.6706808803,53.8624277854,40.1917469051,1.0346698762
87,ALTW.FAIRMONT1,DA,38.981083479,434.151767994,14.2028006993,71.7223181818,57.5195174825,6.54348601399
88,ALTW.FAIR_DSL,DA,36.7988261523,392.923157922,13.0106693387,67.9076913828,54.8970220441,7.42779559118
89,ALTW.FAIR_ST,DA,36.7988261523,392.923157922,13.0106693387,67.9076913828,54.8970220441,7.42779559118
90,ALTW.FCLDFCL1,DA,30.0815981678,308.776560649,10.1558618399,56.4392560611,46.2833942212,15.1807173696
91,ALTW.FOXLK1,DA,32.5152158751,340.365968414,10.6912553969,61.1437562272,50.4525008303,13.5676021255
92,ALTW.FOXLK3,DA,31.9351320159,350.844725194,9.32294254401,60.9709697775,51.6480272335,20.6387778147
93,ALTW.FPL_DAEC,DA,30.3134869015,297.2472088,10.3770054201,55.7022594851,45.325254065,12.9352100271
94,ALTW.FRNKLNCO,DA,24.4709026574,208.957517003,6.85298093588,46.4281629116,39.5751819757,13.1028596187
95,ALTW.GRCT1,DA,34.5295606388,311.086618793,14.898465626,61.0463400864,46.1478744603,1.12569578213
96,ALTW.GRCT2,DA,34.5295606388,311.086618793,14.898465626,61.0463400864,46.1478744603,1.12569578213
97,ALTW.HANCCWLP,DA,28.9661301543,228.66331367,11.0301903114,51.9413884083,40.9111980969,3.3759299308
98,ALTW.HANCOC1,DA,33.1578401417,307.93048086,12.9335071405,60.2251477914,47.2916406509,2.6540916639
99,ALTW.HANCO_CF,DA,33.1578401417,307.93048086,12.9335071405,60.2251477914,47.2916406509,2.6540916639
100,ALTW.HANCO_PE,DA,24.6641115929,145.577386074,9.28028708134,43.6402332536,34.3599461722,4.56915669856
101,ALTW.HAWKEYE1,DA,27.6497566436,274.631009126,8.70540727903,52.5851646447,43.8797573657,15.0287521664
102,ALTW.HCPD.TRU,DA,38.2290540312,412.008106352,13.9836246612,69.8859823848,55.9023577236,6.91986788618
103,ALTW.INDYGEN,DA,36.5608847802,392.632898455,14.2266961652,67.7630762748,53.5363801096,1.66297092288
104,ALTW.JOULGSCIP,DA,25.0871597618,122.84491974,11.5617963314,41.5124351676,29.9506388362,2.29800126502
105,ALTW.JOULGSIPL,DA,25.0871597618,122.84491974,11.5617963314,41.5124351676,29.9506388362,2.29800126502
106,ALTW.JOUNEAL3,DA,21.880824994,117.737972876,8.8165189421,38.1521443888,29.3356254467,3.03820586133
107,ALTW.JOUNEALS4,DA,30.8669655707,259.64967144,12.792281634,55.0898771172,42.2975954832,1.55170707406
108,ALTW.LANSIN3,DA,35.6252282065,329.213165547,14.9210753841,63.1683029653,48.2472275813,0.820071454091
109,ALTW.LANSIN4,DA,35.3067837374,319.091094132,14.9766622385,62.3423314513,47.3656692129,1.03849551644
110,ALTW.LIMEC1,DA,34.6718922285,359.231113303,12.8165094653,64.0415841913,51.225074726,4.43922949186
111,ALTW.LIMEC2,DA,34.6718922285,359.231113303,12.8165094653,64.0415841913,51.225074726,4.43922949186
112,ALTW.LKFLD.IPL,DA,20.4934419545,154.665052871,5.09978618421,38.5762006579,33.4764144737,16.3305509868
113,ALTW.LOSTLAKES,DA,20.7017383513,152.502755418,5.31557874763,39.426059456,34.1104807084,26.4603289058
114,ALTW.MECB,DA,28.8606663665,208.703376043,12.3847050878,49.5545880234,37.1698829356,1.44947321027
115,ALTW.MECB_1.AZ,DA,26.8310339414,160.205621898,11.9714114833,45.5943002392,33.622888756,1.83915669856
116,ALTW.MMPA.OGWF,DA,28.2287297474,197.240610002,10.2299142244,49.8557469621,39.6258327377,7.11146533238
117,ALTW.MONTAL1,DA,39.1104048147,397.37576894,16.5832138899,69.6149242704,53.0317103805,0.135123753232
118,ALTW.MOWERCO,DA,29.7584284979,194.367844527,12.9479012346,51.1339917695,38.186090535,3.30063786008
119,ALTW.MQOKTAGEN,DA,27.7061694588,261.764776657,9.94958762887,50.4918041237,40.5422164948,3.84325386598
120,ALTW.MRES,DA,32.5910460257,314.880270278,12.4887246762,59.7590900033,47.2703653271,4.21321819993
121,ALTW.MRES_1.AZ,DA,25.7270398857,205.661953844,9.11079849695,47.1454203852,38.0346218882,6.29359323626
122,ALTW.MTOWNCT1,DA,35.2084004484,416.59110924,12.7370607772,65.6186283627,52.8815675855,10.7206874792
123,ALTW.MTOWNCT2,DA,35.2084004484,416.59110924,12.7370607772,65.6186283627,52.8815675855,10.7206874792
124,ALTW.MTOWNCT3,DA,32.9421132237,329.054215655,12.2213018931,60.3195748921,48.098272999,9.16407505812
125,ALTW.NCENT1,DA,33.8824569634,261.582026769,16.2159515111,58.1595350382,41.9435835271,0.459066755231
126,ALTW.NCENT2,DA,33.8824569634,261.582026769,16.2159515111,58.1595350382,41.9435835271,0.459066755231
127,ALTW.NSP,DA,37.6538169766,369.503069505,15.6891398207,67.238080372,51.5489405513,0.335536366656
128,ALTW.NSPP_1.AZ,DA,31.1799119305,228.536155146,13.1521371536,54.3163832785,41.1642461249,0.558496946923
129,ALTW.ODINWF,DA,29.67968737,255.28947189,10.7402455264,54.247806908,43.5075613816,8.46170203912
130,ALTW.OTTUMW1,DA,30.2419776099,217.067559565,13.5555828628,52.1065127864,38.5509299236,2.51686815012
131,ALTW.PIONPRAR2,DA,27.2454148257,160.303327035,11.1049288169,47.3981001473,36.2931713304,3.24825233186
132,ALTW.PIOPRAR1A,DA,26.2634303161,131.875059599,11.1970219436,45.1352037618,33.9381818182,2.3511677116
133,ALTW.PIOPRAR_1,DA,23.0578449292,98.6002834662,9.57023584906,38.8853066038,29.3150707547,5.25714622642
134,ALTW.PRARC1,DA,35.3927957212,414.108342768,13.8271903022,64.7231384922,50.89594819,2.12215875125
135,ALTW.PRARC3,DA,35.3894744271,414.075283317,13.8248289605,64.7174958486,50.8926668881,2.12429757556
136,ALTW.PRARC4,DA,35.3859468062,413.997619614,13.8242842909,64.7127133843,50.8884290933,2.12286615742
137,ALTW.RCCSRCC1,DA,35.5827775933,417.50345193,13.9256227167,65.05264364,51.1270209233,2.11519428761
138,ALTW.RIPPEY1,DA,22.8139514731,183.715976003,6.05882149047,41.8511091854,35.792287695,17.3365164645
139,ALTW.ROQUETTE1,DA,33.0692226995,239.119100375,16.5594508778,55.9571572656,39.3977063877,1.69123645872
140,ALTW.SLAK_1N,DA,32.0859234197,249.965083254,13.9795549651,56.1437927599,42.1642377948,1.59124211226
141,ALTW.SLAK_2N,DA,32.0859234197,249.965083254,13.9795549651,56.1437927599,42.1642377948,1.59124211226
142,ALTW.SLAK_31,DA,32.0833106388,249.926712509,13.9796047825,56.1389239455,42.1593191631,1.59141481235
143,ALTW.SLAK_32,DA,32.0833106388,249.926712509,13.9796047825,56.1389239455,42.1593191631,1.59141481235
144,ALTW.SMP,DA,39.1580327687,419.538054853,14.7877250083,71.5532015942,56.7654765859,4.42898372634
145,ALTW.SPRVAUN1,DA,39.2736626813,389.6622372,16.35537363,70.1285885088,53.7732148788,0.348664895384
146,ALTW.STORYALTM,DA,23.9883942744,182.583681412,7.45592403628,44.215600907,36.7596768707,9.87619047619
147,ALTW.STORYBUCK,DA,23.9883942744,182.583681412,7.45592403628,44.215600907,36.7596768707,9.87619047619
148,ALTW.STORYCOII,DA,24.2103196816,189.606922741,7.5718912081,44.9327767236,37.3608855155,10.9606578115
149,ALTW.STORYHEPM,DA,23.9883942744,182.583681412,7.45592403628,44.215600907,36.7596768707,9.87619047619
150,ALTW.STORYWVPA,DA,23.9883942744,182.583681412,7.45592403628,44.215600907,36.7596768707,9.87619047619
151,ALTW.SUTH1,DA,35.1910213938,416.467276708,12.7343307871,65.6152208569,52.8808900697,10.7206874792
152,ALTW.SUTH3,DA,35.149541127,415.945884689,12.6956094321,65.5138060445,52.8181966124,10.8386549319
153,ALTW.TEA_1.AZ,DA,33.9581706983,321.057938078,12.0302442461,61.78230155,49.7520573039,6.29842649131
154,ALTW.TOI,DA,23.387185017,206.719250457,5.38713961407,45.9052326901,40.518093076,31.642292849
155,ALTW.TOI_2.3,DA,29.2739577265,269.948928901,9.35574282147,54.7916770703,45.4359342489,13.9686516854
156,ALTW.TOI_MGEO,DA,29.2739577265,269.948928901,9.35574282147,54.7916770703,45.4359342489,13.9686516854
157,ALTW.TOI_MGEP,DA,29.2739577265,269.948928901,9.35574282147,54.7916770703,45.4359342489,13.9686516854
158,ALTW.UPLS_1.AZ,DA,26.1384243385,204.846162066,9.47156881165,47.3990465007,37.9274776891,6.17790981682
159,ALTW.UPLS_2.AZ,DA,32.6667232269,307.913610685,11.0912775951,59.8324847346,48.7412071395,9.59361202442
160,ALTW.WELLS1,DA,39.2638764807,429.820237913,14.9405479907,71.7725307207,56.83198273,4.08546994354
161,ALTW.WHISPERWI,DA,24.6906972687,170.036805756,8.27551435407,45.1202691388,36.8447547847,9.13637559809
162,ALTW.WOLFWIND,DA,31.3396939001,304.800082463,11.5796413152,57.6516738625,46.0720325473,8.25607107273
163,ALTW.WORT1,DA,33.9905229437,379.220712421,11.6638458984,64.0395250747,52.3756791764,11.1473696446
164,ALTW.WPPI,DA,29.0756510009,221.863845926,11.6044334204,51.680772846,40.0763394256,1.75274151436
165,ALTW.WPPI_1.AZ,DA,30.6482012291,273.278917177,11.460112729,56.1928135275,44.7327007985,2.60436355096
166,ALTW.WRTHNGT,DA,32.556658087,317.718528746,12.5801162405,59.7911889738,47.2110727333,3.79076386583
167,ALTW.WSEC3,DA,22.1705842821,108.762186716,9.47452245414,37.8900506009,28.4155281467,3.54428209994
168,ALTW.WSEC4,DA,22.2206430529,109.000188208,9.5120683112,37.9574256799,28.4453573688,3.53389626818
169,ALTW.W_BINGHAM,DA,33.7594106332,336.123757859,12.9449418798,61.6263633344,48.6814214547,5.23770176021
170,ALTW.W_JEFERSN,DA,30.5256403088,250.164225641,12.178767686,54.0586672752,41.8798995892,4.20352806937
171,AMIL.ACL9,DA,34.7071055599,211.79743258,19.406289138,56.1555199072,36.7492307692,0.0342674913027
172,AMIL.ACP9,DA,34.5997617897,204.45060014,19.5815616544,55.8132895245,36.2317278701,0.0342674913027
173,AMIL.AEM.IL,DA,34.6220358201,205.779825638,19.5329918825,55.8831387708,36.3501468883,0.034410514109
174,AMIL.AEM.NWTN,DA,35.1387382425,205.021941107,20.1393196753,56.6494356397,36.5101159644,0.0365403942791
175,AMIL.AEM.RPGI,DA,31.996098763,250.417143808,13.8213374565,55.4446849633,41.6233475068,0.622802473908
176,AMIL.AEM.SYLND,DA,34.5979981639,204.665656276,19.5765790491,55.8201700812,36.2435910321,0.0342636258214
177,AMIL.AIP9,DA,34.5458792359,207.480293706,19.4888094318,55.863084654,36.3742752223,0.0342636258214
178,AMIL.AIU1,DA,34.2026611556,202.232909428,19.4284128257,55.2614188377,35.833006012,0.0356793587174
179,AMIL.AIU8,DA,33.6760329571,196.208166736,19.0049707358,54.3127424749,35.3077717391,0.0370568561873
180,AMIL.ALSEYCTG1,DA,34.5777936155,226.518870126,18.6962659451,57.1041592578,38.4078933127,0.0413954387321
181,AMIL.ALSEYCTG2,DA,34.5777936155,226.518870126,18.6962659451,57.1041592578,38.4078933127,0.0413954387321
182,AMIL.ALSEYCTG3,DA,34.5777815359,226.518664779,18.6962659451,57.1041399304,38.4078739853,0.0413954387321
183,AMIL.ALSEYCTG4,DA,34.5777815359,226.518664779,18.6962659451,57.1041399304,38.4078739853,0.0413954387321
184,AMIL.ALSEYCTG5,DA,34.5777944208,226.518824038,18.6962659451,57.1041592578,38.4078933127,0.0413954387321
185,AMIL.AMAEAMAN,DA,31.8291503994,279.108478955,13.1776768458,56.3928102049,43.2151333591,1.35718206417
186,AMIL.AMBT,DA,33.506659808,113.938895522,23.1990534979,49.4480864198,26.2490329218,0.0
187,AMIL.AMER,DA,33.8325066035,228.469246068,17.4532972555,56.2860997294,38.8328024739,3.06867413993
188,AMIL.AMILSES,DA,34.2036459586,202.214410924,19.4305290581,55.2617234469,35.8311943888,0.0355831663327
189,AMIL.AMS_ASTOR,DA,31.6863946334,312.234802758,11.7789331272,57.3572091225,45.5782759954,4.12099729416
190,AMIL.ANI_AANIT,DA,29.5845456449,223.634331303,12.2421144182,51.7802821801,39.5381677619,2.84659451102
191,AMIL.ARM_AWHIT,DA,30.3197651117,254.658663064,12.0409767849,54.2711213316,42.2301445466,2.78746824354
192,AMIL.AVTN,DA,34.7069696238,211.798057233,19.4062079629,56.1554232702,36.7492153073,0.0342636258214
193,AMIL.BALDSSAUX,DA,32.1312503221,213.736537761,17.3326942404,53.5527676846,36.2200734441,0.598132972555
194,AMIL.BALDWI51,DA,31.1665400722,178.928240827,17.8761654426,50.5488171627,32.6726517201,0.0386780054117
195,AMIL.BALDWI52,DA,31.1687203646,178.908129073,17.8783726324,50.5488171627,32.6704445303,0.0386780054117
196,AMIL.BALDWI53,DA,31.1670090839,178.918758768,17.8761654426,50.5488171627,32.6726517201,0.0386780054117
197,AMIL.BGS1,DA,34.7055749903,211.81260195,19.4033513722,56.1546733668,36.7513219946,0.0343834557402
198,AMIL.BGS2,DA,34.7136198621,211.9333269,19.4039969076,56.1727097024,36.7687127947,0.0343177425589
199,AMIL.BGS3,DA,34.7134533243,211.947878621,19.4030962505,56.1729107074,36.7698144569,0.034410514109
200,AMIL.BGS4,DA,34.5015556534,203.144472395,19.4739162754,55.6006729264,36.126756651,0.0346830985915
201,AMIL.BGS5,DA,34.6062847893,204.586789293,19.5791457286,55.830514109,36.2513683804,0.0343254735215
202,AMIL.BGS6,DA,34.6085217755,204.607602611,19.5810552764,55.8336838036,36.2526285273,0.0343216080402
203,AMIL.BGS7,DA,34.4467828965,206.172741947,19.3804186228,55.6491940532,36.2687754304,0.0346830985915
204,AMIL.BGS8,DA,34.5515300863,207.626947021,19.4846269811,55.8800386548,36.3954116738,0.0344066486278
205,AMIL.BGS9,DA,34.5509810269,207.605684011,19.4859567066,55.8766370313,36.3906803247,0.0344066486278
206,AMIL.BISHOPHL2,DA,32.9438799827,161.117188418,19.9266724437,51.3994974003,31.4728249567,3.21828422877
207,AMIL.BRICKYARD,DA,32.275254386,126.638676361,20.9404736842,48.3020526316,27.3615789474,0.438592105263
208,AMIL.BSEAMIL,DA,32.0123027243,162.281904741,18.9338750587,50.4318788163,31.4980037576,0.0418130577736
209,AMIL.BSEINDC1,DA,34.7068493107,211.800737519,19.4057595671,56.1553807499,36.7496211828,0.0343448009277
210,AMIL.BSEINDCP1,DA,34.5983027316,204.465787639,19.5787785079,55.8125473521,36.2337688442,0.0343834557402
211,AMIL.BSEINDIP1,DA,36.3585270906,212.891166212,20.8841167375,58.1266215694,37.2425048319,0.0826826439892
212,AMIL.CALRIDGE,DA,32.7358421053,124.259292094,21.3911447368,49.0160394737,27.6248947368,0.120921052632
213,AMIL.CC.CSTN,DA,34.016889415,184.100842584,19.6441515269,54.291028218,34.6468766911,0.0419172787012
214,AMIL.CC.GDTWR1,DA,35.071523966,205.107869249,19.9100927716,56.6770003865,36.766907615,0.0940548898338
215,AMIL.CC.GDTWR2,DA,35.0390173625,205.163916384,19.8915964438,56.6825628141,36.7909663703,0.103169694627
216,AMIL.CC.MRDOSI,DA,34.185067968,219.397914455,18.5490916119,56.3700154619,37.82092385,0.0414456899884
217,AMIL.CCG_1.AZ,DA,32.3868322374,139.349984171,20.0761155472,49.652639737,29.5765241898,0.263776420855
218,AMIL.CCG_2.AZ,DA,32.030610811,160.473460268,19.0266463128,50.3394175669,31.3127712541,0.0400375763269
219,AMIL.CCG_5.AZ,DA,32.0333399875,160.678957858,19.013212776,50.3583466416,31.3451338657,0.0398215124472
220,AMIL.CHEL,DA,31.3602972361,113.63558079,20.1002787706,47.7475553967,27.6472766262,0.00283774124375
221,AMIL.CILC,DA,34.2268729871,206.544365738,18.9935426731,55.2966545894,36.3031119163,0.0356843800322
222,AMIL.CILC.AZ,DA,32.5196011429,202.176467268,17.991606388,52.5641240019,34.5725176139,0.258346641616
223,AMIL.CILC.BOC,DA,34.7135746038,211.93410225,19.4038848087,56.1727406262,36.7688558175,0.0343293390027
224,AMIL.CIPS,DA,34.6046754606,204.391685897,19.5831580982,55.8171124855,36.2339543873,0.0343022806339
225,AMIL.CIPS.AZ,DA,32.0360985204,158.368319205,19.1338891498,50.2335932363,31.0997040864,0.039652418976
226,AMIL.CIPS.BOC,DA,34.6063211893,204.587066813,19.579277155,55.8305682257,36.2512910707,0.0343177425589
227,AMIL.CIPS.IMEA,DA,34.6074908195,204.576983179,19.579783533,55.8313219946,36.2515384615,0.034379590259
228,AMIL.CIPS.ROB,DA,31.1477796053,105.364351576,20.8846578947,46.6100526316,25.7253947368,0.0
229,AMIL.CLAY_1.AZ,DA,33.3256838109,157.098161366,20.3427900423,51.6708548614,31.3280648192,0.0369516204791
230,AMIL.CLINTO51,DA,32.0330174913,219.904315088,15.5236296869,53.9428411287,38.4192114418,9.68050637804
231,AMIL.CLVW,DA,33.506659808,113.938895522,23.1990534979,49.4480864198,26.2490329218,0.0
232,AMIL.CNE,DA,34.1929412158,200.504262135,19.4667334669,55.1833386774,35.7166052104,0.0356472945892
233,AMIL.COFFEEN1,DA,30.9750277026,190.77867897,15.9718361036,50.9877309625,35.0158948589,3.72156165443
234,AMIL.COFFEEN2,DA,30.9737195593,190.074864524,16.0167800541,50.9458909934,34.9291109393,3.58798994975
235,AMIL.COG_ACOGG,DA,35.4534145084,404.501194651,12.8465365288,65.6990954774,52.8525589486,4.79574023966
236,AMIL.CONC,DA,34.6062543487,204.589336968,19.5789253962,55.8306068806,36.2516814843,0.034379590259
237,AMIL.CSTN3,DA,34.0211197011,184.171787562,19.645253189,54.298763046,34.653509857,0.0419172787012
238,AMIL.CSTNCTG1,DA,34.0147191084,184.098215357,19.6431194434,54.2877850792,34.6446656359,0.0419134132199
239,AMIL.CSTNCTG2,DA,34.0108740819,183.968631671,19.6430498647,54.2792500966,34.6362002319,0.0419172787012
