flow,fail
0.636867,0
0.444682,0
0.211922,0
0.329211,0
0.40791,0
0.580222,0
0.626565,0
0.493577,0
0.473382,0
0.303795,0
0.381581,0
0.644424,0
0.788254,0
0.469524,0
0.726593,0
0.484254,0
0.611988,0
0.732067,0
0.569141,0
0.472598,0
0.29988,0
0.310586,0
0.436392,0
0.691116,0
0.418318,0
0.86638,0
0.366786,0
0.363589,0
0.656503,0
0.565942,0
0.392215,0
0.421503,0
0.354154,0
0.387728,0
0.582784,0
0.545662,0
0.30812,0
0.496626,0
0.332943,0
0.653749,0
0.741456,0
0.59399,0
0.423924,0
0.763154,0
0.174909,0
0.704253,0
0.47962,0
0.59594,0
0.435749,0
0.571996,0
0.452718,0
0.382216,0
0.510127,0
0.673983,0
0.398846,0
0.429362,0
0.899762,0
0.415499,0
0.541911,0
0.473052,0
0.596222,0
0.469734,0
0.666752,0
0.320705,0
0.42569,0
0.711249,0
0.266708,0
0.570636,0
0.721594,0
0.490843,0
0.690219,0
0.410639,0
0.51869,0
0.542971,0
0.379583,0
0.471412,0
0.556423,0
0.529187,0
0.470143,0
0.38708,0
0.451927,0
0.519377,0
0.757499,0
0.525565,0
0.359212,0
0.743559,0
0.153672,0
0.663418,0
0.660815,0
0.385246,0
0.420061,0
0.137753,0
0.851266,0
0.391313,0
0.747256,0
0.750326,0
0.591501,0
0.594678,0
0.569789,0
0.478924,0
0.135668,0
0.571945,0
0.55035,0
0.0609006,0
0.785583,0
0.442112,0
0.534706,0
0.400586,0
0.328895,0
0.493279,0
0.501341,0
0.451545,0
0.391654,0
0.583925,0
0.658311,0
0.244589,0
0.78123,0
0.296612,0
0.702295,0
0.709145,0
0.672652,0
0.413139,0
0.647483,0
0.396754,0
0.542544,0
0.71377,0
0.402154,0
0.493971,0
0.532569,0
0.38037,0
0.316244,0
0.4237,0
0.607145,0
0.595096,0
0.22763,0
0.640318,0
0.663354,0
0.641169,0
0.670377,0
0.412802,0
0.597661,0
0.479944,0
0.360076,0
0.668822,0
0.648077,0
0.166774,0
0.560903,0
0.506404,0
0.290864,0
0.729638,0
0.424902,0
0.446946,0
0.51191,0
0.620657,0
0.353888,0
0.631708,0
0.549353,0
0.632841,0
0.59086,0
0.567238,0
0.494649,0
0.673264,0
0.433836,0
0.432172,0
0.504571,0
0.653737,0
0.580798,0
0.357042,0
