flow,fail
1.17373,0.4106
0.789364,0
0.323844,0
0.558422,0
0.715821,0
1.06044,0.240665
1.15313,0.379696
0.887155,0
0.846764,0
0.50759,0
0.663162,0
1.18885,0.433271
1.47651,1
0.839048,0
1.35319,1
0.868508,0
1.12398,0.335965
1.36413,1
1.03828,0.207422
0.845197,0
0.499761,0
0.521171,0
0.772785,0
1.28223,1
0.736637,0
1.63276,1
0.633572,0
0.627177,0
1.21301,0.469509
1.03188,0.197827
0.68443,0
0.743005,0
0.608309,0
0.675457,0
1.06557,0.248353
0.991324,0.136986
0.516241,0
0.893253,0
0.565887,0
1.2075,0.461246
1.38291,1
1.08798,0.28197
0.747848,0
1.42631,1
0.249819,0
1.30851,1
0.859241,0
1.09188,0.28782
0.771498,0
1.04399,0.215989
0.805436,0
0.664433,0
0.920255,0.0303819
1.24797,1
0.697693,0
0.758723,0
1.69952,1
0.730998,0
0.983823,0.125734
0.846103,0
1.09244,0.288665
0.839469,0
1.2335,1
0.541411,0
0.75138,0
1.3225,1
0.433415,0
1.04127,0.211907
1.34319,1
0.881686,0
1.28044,1
0.721277,0
0.93738,0.0560703
0.985943,0.128914
0.659166,0
0.842823,0
1.01285,0.169268
0.958374,0.0875603
0.840287,0
0.67416,0
0.803853,0
0.938754,0.0581309
1.415,1
0.95113,0.0766951
0.618425,0
1.38712,1
0.207343,0
1.22684,0.490253
1.22163,0.482446
0.670493,0
0.740122,0
0.175506,0
1.60253,1
0.682627,0
1.39451,1
1.40065,1
1.083,0.274502
1.08936,0.284033
1.03958,0.209366
0.857849,0
0.171336,0
1.04389,0.215835
1.0007,0.151051
0.0218012,0
1.47117,1
0.784223,0
0.969411,0.104117
0.701171,0
0.55779,0
0.886559,0
0.902682,0.00402235
0.803089,0
0.683308,0
1.06785,0.251774
1.21662,0.474932
0.389179,0
1.46246,1
0.493223,0
1.30459,1
1.31829,1
1.2453,1
0.726277,0
1.19497,0.44245
0.693509,0
0.985088,0.127632
1.32754,1
0.704308,0
0.887943,0
0.965137,0.0977061
0.660741,0
0.532488,0
0.7474,0
1.11429,0.321436
1.09019,0.285289
0.35526,0
1.18064,0.420954
1.22671,0.490062
1.18234,0.423507
1.24075,1
0.725603,0
1.09532,0.292984
0.859888,0
0.620153,0
1.23764,1
1.19615,0.444232
0.233548,0
1.02181,0.182708
0.912809,0.0192128
0.481727,0
1.35928,1
0.749804,0
0.793891,0
0.92382,0.0357293
1.14131,0.36197
0.607776,0
1.16342,0.395124
0.998707,0.14806
1.16568,0.398524
1.08172,0.272579
1.03448,0.201713
0.889297,0
1.24653,1
0.767671,0
0.764343,0
0.909143,0.0137143
1.20747,0.46121
1.0616,0.242394
0.614083,0
0.582435,0
0.971073,0.10661
1.05401,0.231008
0.679426,0
0.924535,0.0368027
0.498394,0
1.30157,1
1.06026,0.240396
0.826317,0
0.129752,0
0.63491,0
1.09259,0.288878
0.612906,0
0.632583,0
0.779611,0
1.33082,1
0.398171,0
0.963149,0.0947232
0.698472,0
1.01656,0.174846
1.1616,0.392406
0.4981,0
0.647126,0
0.823361,0
0.607252,0
0.829279,0
0.672726,0
1.09314,0.289712
0.881236,0
1.33295,1
1.48606,1
1.12059,0.330879
1.09817,0.297251
0.94848,0.0727201
1.17057,0.405862
1.08903,0.283546
0.867992,0
1.12107,0.33161
0.822591,0
0.436167,0
1.21242,0.468624
0.475719,0
1.23342,1
0.945655,0.0684818
0.804717,0
0.704442,0
0.939854,0.0597806
0.713738,0
1.36776,1
1.39101,1
1.14024,0.36036
1.36013,1
0.397152,0
0.900836,0.00125465
0.814095,0
1.44834,1
1.04529,0.217937
1.01161,0.167413
1.04625,0.219382
0.527022,0
0.906662,0.00999348
1.53011,1
1.05183,0.227742
0.350726,0
1.0975,0.296248
1.05118,0.226768
1.41081,1
1.12117,0.331749
0.769149,0
0.734186,0
0.8678,0
1.09128,0.286924
1.19313,0.439696
1.22093,0.48139
1.18254,0.423816
1.10797,0.311948
0.757606,0
0.519608,0
0.761108,0
0.447027,0
0.645344,0
1.05625,0.234374
0.632821,0
0.102976,0
1.11367,0.320502
0.643709,0
0.517282,0
1.50907,1
0.484415,0
0.808496,0
1.28583,1
0.489356,0
0.932983,0.0494751
0.860783,0
0.985894,0.128841
0.959418,0.0891274
0.974323,0.111485
0.558178,0
0.321015,0
0.607108,0
1.36603,1
1.17487,0.41231
0.628928,0
0.810938,0
1.50216,1
0.757724,0
0.338924,0
1.37292,1
0.821477,0
0.872725,0
0.918056,0.0270834
0.732669,0
0.445824,0
1.10378,0.305676
0.823037,0
0.648217,0
0.580275,0
0.553187,0
1.04021,0.210308
0.841907,0
0.297931,0
0.656541,0
0.730379,0
0.863223,0
0.596273,0
0.434365,0
1.34874,1
1.45882,1
0.383894,0
1.05525,0.232875
0.78332,0
0.54396,0
0.78868,0
0.527007,0
0.960143,0.0902149
0.617841,0
0.943453,0.06518
0.540553,0
0.306095,0
1.11086,0.316285
0.940311,0.0604659
0.704352,0
0.413785,0
0.925534,0.0383007
1.19852,0.447781
0.903517,0.00527476
1.58256,1
0.435597,0
0.51506,0
0.676998,0
0.86839,0
0.838107,0
0.902888,0.00433134
0.495073,0
0.466802,0
0.370421,0
1.19505,0.442582
1.21888,0.478322
1.16233,0.393496
1.14146,0.362195
0.572286,0
1.15309,0.379639
0.171494,0
0.941919,0.0628778
1.14522,0.367824
0.847732,0
0.703151,0
1.47018,1
0.751133,0
0.995655,0.143482
0.843669,0
1.17215,0.408232
0.906902,0.0103527
1.01003,0.165045
0.517794,0
1.05597,0.233961
0.882658,0
0.963932,0.0958985
0.938909,0.0583641
1.1879,0.431848
0.496348,0
1.22887,0.493312
0.723696,0
1.15936,0.389034
1.12308,0.334616
0.882077,0
0.188822,0
0.705523,0
0.682923,0
1.69962,1
0.61566,0
1.48415,1
1.25363,1
0.82273,0
1.16174,0.392615
0.75203,0
0.903363,0.00504401
1.06199,0.242984
0.881957,0
0.940777,0.0611657
0.646621,0
0.50884,0
0.779543,0
0.595617,0
0.767333,0
1.401,1
0.892805,0
1.71209,1
0.803022,0
1.12092,0.331386
1.07479,0.26219
0.959021,0.0885315
0.960087,0.09013
0.42584,0
1.05724,0.235865
0.799401,0
0.988382,0.132573
0.539731,0
0.61011,0
0.925398,0.0380972
1.05266,0.228988
1.07886,0.268291
1.12771,0.341566
0.630241,0
0.893469,0
0.535587,0
1.02763,0.191448
0.515201,0
1.3149,1
0.891381,0
0.811593,0
0.980369,0.120553
1.08228,0.273422
0.818655,0
0.663115,0
1.04196,0.212934
1.13828,0.357423
0.757573,0
1.49832,1
1.09633,0.294489
1.0827,0.274043
0.615036,0
1.1754,0.413106
1.04798,0.221972
-0.0313361,0
1.06536,0.248035
0.899923,0
0.818882,0
0.532476,0
1.11937,0.329061
0.471748,0
1.71672,1
1.3904,1
1.49495,1
0.219698,0
0.464513,0
0.980065,0.120097
0.395256,0
0.813611,0
0.462036,0
0.922651,0.0339767
1.47572,1
1.23707,1
0.745896,0
0.619577,0
0.5394,0
0.967891,0.101836
2.05464,1
0.874348,0
0.94663,0.0699448
1.33732,1
0.995137,0.142705
1.19339,0.440085
1.28969,1
1.28767,1
0.869355,0
0.945243,0.0678647
1.05304,0.229561
0.540157,0
0.453074,0
1.591,1
1.26259,1
1.00179,0.152689
1.60211,1
1.08709,0.280639
1.04393,0.215901
1.51512,1
0.836776,0
1.34907,1
0.922745,0.0341182
0.859704,0
1.05307,0.229604
0.932946,0.0494186
0.943136,0.064704
0.791997,0
1.07139,0.257091
1.04651,0.219771
0.49326,0
1.43973,1
1.53522,1
1.05289,0.229332
0.83439,0
0.819355,0
1.14763,0.371447
0.582816,0
1.5385,1
0.650191,0
0.522766,0
1.02108,0.181622
0.047807,0
0.971499,0.107248
1.43832,1
0.754853,0
0.0207844,0
1.14793,0.371893
1.0181,0.177144
0.663933,0
0.685434,0
1.34001,1
0.310792,0
1.02525,0.187882
0.934141,0.0512116
1.01523,0.172852
0.881196,0
1.3314,1
1.21485,0.47227
0.783852,0
0.344677,0
0.627912,0
0.940628,0.060942
1.07519,0.26279
1.36978,1
1.22445,0.486674
1.76791,1
0.733209,0
1.01478,0.172176
