flow,fail
0.827373,0
0.788936,0
0.742384,0
0.765842,0
0.781582,0
0.816044,0
0.825313,0
0.798715,0
0.794676,0
0.760759,0
0.776316,0
0.828885,0
0.857651,0
0.793905,0
0.845319,0
0.796851,0
0.822398,0
0.846413,0
0.813828,0
0.79452,0
0.759976,0
0.762117,0
0.787278,0
0.838223,0
0.783664,0
0.873276,0
0.773357,0
0.772718,0
0.831301,0
0.813188,0
0.778443,0
0.784301,0
0.770831,0
0.777546,0
0.816557,0
0.809132,0
0.761624,0
0.799325,0
0.766589,0
0.83075,0
0.848291,0
0.818798,0
0.784785,0
0.852631,0
0.734982,0
0.840851,0
0.795924,0
0.819188,0
0.78715,0
0.814399,0
0.790544,0
0.776443,0
0.802025,0
0.834797,0
0.779769,0
0.785872,0
0.879952,0
0.7831,0
0.808382,0
0.79461,0
0.819244,0
0.793947,0
0.83335,0
0.764141,0
0.785138,0
0.84225,0
0.753342,0
0.814127,0
0.844319,0
0.798169,0
0.838044,0
0.782128,0
0.803738,0
0.808594,0
0.775917,0
0.794282,0
0.811285,0
0.805837,0
0.794029,0
0.777416,0
0.790385,0
0.803875,0
0.8515,0
0.805113,0
0.771842,0
0.848712,0
0.730734,0
0.832684,0
0.832163,0
0.777049,0
0.784012,0
0.727551,0
0.870253,0
0.778263,0
0.849451,0
0.850065,0
0.8183,0
0.818936,0
0.813958,0
0.795785,0
0.727134,0
0.814389,0
0.81007,0
0.71218,0
0.857117,0
0.788422,0
0.806941,0
0.780117,0
0.765779,0
0.798656,0
0.800268,0
0.790309,0
0.778331,0
0.816785,0
0.831662,0
0.748918,0
0.856246,0
0.759322,0
0.840459,0
0.841829,0
0.83453,0
0.782628,0
0.829497,0
0.779351,0
0.808509,0
0.842754,0
0.780431,0
0.798794,0
0.806514,0
0.776074,0
0.763249,0
0.78474,0
0.821429,0
0.819019,0
0.745526,0
0.828064,0
0.832671,0
0.828234,0
0.834075,0
0.78256,0
0.819532,0
0.795989,0
0.772015,0
0.833764,0
0.829615,0
0.733355,0
0.812181,0
0.801281,0
0.758173,0
0.845928,0
0.78498,0
0.789389,0
0.802382,0
0.824131,0
0.770778,0
0.826342,0
0.809871,0
0.826568,0
0.818172,0
0.813448,0
0.79893,0
0.834653,0
0.786767,0
0.786434,0
0.800914,0
0.830747,0
0.81616,0
0.771408,0
0.768244,0
0.807107,0
0.815401,0
0.777943,0
0.802454,0
0.759839,0
0.840157,0
0.816026,0
0.792632,0
0.722975,0
0.773491,0
0.819259,0
0.771291,0
0.773258,0
0.787961,0
0.843082,0
0.749817,0
0.806315,0
0.779847,0
0.811656,0
0.82616,0
0.75981,0
0.774713,0
0.792336,0
0.770725,0
0.792928,0
0.777273,0
0.819314,0
0.798124,0
0.843295,0
0.858606,0
0.822059,0
0.819817,0
0.804848,0
0.827057,0
0.818903,0
0.796799,0
0.822107,0
0.792259,0
0.753617,0
0.831242,0
0.757572,0
0.833342,0
0.804565,0
0.790472,0
0.780444,0
0.803985,0
0.781374,0
0.846776,0
0.849101,0
0.824024,0
0.846013,0
0.749715,0
0.800084,0
0.791409,0
0.854834,0
0.814529,0
0.811161,0
0.814625,0
0.762702,0
0.800666,0
0.863011,0
0.815183,0
0.745073,0
0.81975,0
0.815118,0
0.851081,0
0.822117,0
0.786915,0
0.783419,0
0.79678,0
0.819128,0
0.829313,0
0.832093,0
0.828254,0
0.820797,0
0.785761,0
0.761961,0
0.786111,0
0.754703,0
0.774534,0
0.815625,0
0.773282,0
0.720298,0
0.821367,0
