flow,fail
1.16121,0.391813
1.07526,0.262892
0.971168,0.106751
1.02362,0.185431
1.05882,0.238224
1.13588,0.353814
1.1566,0.384903
1.09713,0.295692
1.0881,0.282144
1.01225,0.168382
1.04704,0.220562
1.16459,0.396882
1.22891,0.493366
1.08637,0.279556
1.20134,0.452003
1.09296,0.289437
1.15008,0.375124
1.20378,0.455676
1.13092,0.346381
1.08775,0.281618
1.0105,0.165756
1.01529,0.172937
1.07155,0.257331
1.18547,0.428205
1.06347,0.245206
1.26385,1
1.04042,0.210637
1.03899,0.208492
1.16999,0.404985
1.12949,0.344235
1.0518,0.227696
1.06489,0.247342
1.03478,0.202164
1.04979,0.224686
1.13702,0.355533
1.12042,0.330631
1.01419,0.171283
1.09849,0.297737
1.02529,0.187935
1.16876,0.403138
1.20798,0.461973
1.14203,0.36305
1.06598,0.248967
1.21769,0.476529
0.954615,0.0819226
1.19134,0.437017
1.09089,0.286329
1.14291,0.364358
1.07127,0.256899
1.1322,0.348297
1.07885,0.268282
1.04733,0.220988
1.10453,0.306794
1.17781,0.416712
1.05476,0.232144
1.06841,0.252614
1.27878,1
1.06221,0.243315
1.11874,0.328115
1.08795,0.281922
1.14303,0.364548
1.08646,0.279697
1.17457,0.41186
1.01982,0.179726
1.06677,0.250151
1.19447,0.44171
0.995669,0.143503
1.13159,0.347384
1.1991,0.44865
1.0959,0.293857
1.18507,0.427603
1.06004,0.240055
1.10836,0.312538
1.11922,0.328826
1.04615,0.219222
1.08721,0.280822
1.12523,0.337849
1.11305,0.319579
1.08665,0.279972
1.0495,0.224251
1.0785,0.267751
1.10867,0.312998
1.21516,0.472736
1.11143,0.31715
1.03704,0.205557
1.20892,0.463384
0.945117,0.0676759
1.17308,0.409624
1.17192,0.407878
1.04868,0.223021
1.06425,0.246375
0.937998,0.0569973
1.25709,1
1.05139,0.227091
1.21058,0.465864
1.21195,0.467924
1.14092,0.361381
1.14234,0.363512
1.13121,0.346816
1.09057,0.285862
0.937066,0.0555988
1.13217,0.348262
1.12252,0.333776
0.903629,0.00544316
1.22772,0.491575
1.07411,0.261167
1.11552,0.323281
1.05554,0.233311
1.02348,0.185219
1.09699,0.295492
1.1006,0.300899
1.07833,0.267495
1.05155,0.227319
1.13753,0.356298
1.1708,0.406198
0.985777,0.128665
1.22577,0.488655
1.00904,0.163563
1.19047,0.435703
1.19353,0.440299
1.17721,0.415819
1.06115,0.241732
1.16596,0.398935
1.05383,0.230741
1.11903,0.328539
1.1956,0.443401
1.05624,0.234363
1.0973,0.295956
1.11457,0.321848
1.0465,0.21975
1.01782,0.176733
1.06588,0.248816
1.14792,0.371875
1.14253,0.363793
0.978192,0.117289
1.16275,0.394128
1.17305,0.409581
1.16313,0.394699
1.17619,0.414292
1.061,0.241505
1.14368,0.365513
1.09103,0.286546
1.03742,0.206136
1.1755,0.413249
1.16622,0.399333
0.950977,0.0764654
1.12724,0.340855
1.10286,0.304296
1.00647,0.159707
1.2027,0.454046
1.06642,0.249623
1.07627,0.26441
1.10533,0.307989
1.15396,0.380939
1.03466,0.201985
1.1589,0.388352
1.12207,0.333107
1.15941,0.389113
1.14063,0.36095
1.13007,0.345104
1.09761,0.29641
1.17749,0.416229
1.07041,0.255616
1.06967,0.254499
1.10204,0.303067
1.16875,0.40313
1.13613,0.354201
1.03607,0.204101
1.02899,0.193485
1.11589,0.323839
1.13444,0.351655
1.05068,0.226017
1.10549,0.308229
1.0102,0.165297
1.18979,0.43469
1.13584,0.353754
1.08352,0.275286
0.927767,0.0416508
1.04072,0.211086
1.14306,0.364595
1.0358,0.203706
1.0402,0.210306
1.07308,0.25962
1.19633,0.444502
0.987788,0.131682
1.11412,0.321181
1.05494,0.232406
1.12606,0.339097
1.1585,0.387745
1.01013,0.165199
1.04346,0.215184
1.08286,0.274295
1.03454,0.201809
1.08419,0.276279
1.04918,0.22377
1.14319,0.364782
1.0958,0.293706
1.19681,0.445217
1.23105,0.496569
1.14932,0.373987
1.14431,0.366467
1.11084,0.316261
1.1605,0.390753
1.14227,0.363403
1.09284,0.289264
1.14943,0.37415
1.08269,0.274036
0.996284,0.144426
1.16986,0.404787
1.00513,0.157692
1.17456,0.411833
1.11021,0.315313
1.07869,0.268041
1.05627,0.234408
1.10891,0.313367
1.05835,0.237526
1.20459,0.456891
1.20979,0.46469
1.15372,0.380579
1.20289,0.454333
0.98756,0.13134
1.10019,0.300281
1.08079,0.271186
1.22261,0.483919
1.13249,0.348732
1.12496,0.337435
1.1327,0.349055
1.0166,0.174899
1.10149,0.302235
1.2409,1
1.13395,0.350925
0.977179,0.115768
1.14416,0.366243
1.1338,0.350707
1.21422,0.471332
1.14945,0.374181
1.07074,0.256111
1.06292,0.244384
1.0928,0.2892
1.14277,0.364158
1.16555,0.398319
1.17176,0.407642
1.16318,0.394768
1.1465,0.369754
1.06816,0.25224
1.01494,0.172413
1.06894,0.253414
0.998712,0.148068
1.04306,0.214586
1.13494,0.352408
1.04026,0.210385
0.92178,0.0326699
1.14778,0.371666
1.04269,0.214037
1.01442,0.171632
1.23619,1
1.00707,0.160609
1.07954,0.269309
1.18627,0.429411
1.00818,0.162266
1.10738,0.311063
1.09123,0.286846
1.11921,0.32881
1.11329,0.31993
1.11662,0.324929
1.02357,0.185349
0.970535,0.105803
1.03451,0.201761
1.20421,0.456312
1.16146,0.392195
1.03939,0.20908
1.08009,0.270128
1.23465,1
1.06819,0.252279
0.97454,0.111809
1.20575,0.458623
1.08244,0.273663
1.0939,0.290852
1.10404,0.306056
1.06258,0.243875
0.998443,0.147665
1.14557,0.368351
1.08279,0.274186
1.0437,0.21555
1.02851,0.192761
1.02245,0.183675
1.13135,0.347026
1.08701,0.280515
0.965373,0.0980599
1.04556,0.218341
1.06207,0.243107
1.09178,0.287664
1.03208,0.198127
0.995881,0.143821
1.20034,0.450511
1.22496,0.487433
0.984595,0.126893
1.13471,0.352072
1.07391,0.260864
1.02039,0.180581
1.07511,0.262662
1.0166,0.174894
1.11345,0.320173
1.03691,0.205361
1.10972,0.314575
1.01963,0.179438
0.967199,0.100798
1.14715,0.370723
1.10901,0.313521
1.05625,0.234378
0.991279,0.136918
1.10571,0.308564
1.16675,0.400127
1.10079,0.301179
1.25263,1
0.996156,0.144234
1.01392,0.170887
1.05014,0.225203
1.09293,0.289398
1.08616,0.27924
1.10065,0.300969
1.00946,0.164183
1.00313,0.154701
0.981583,0.122374
1.16598,0.398964
1.1713,0.406956
1.15866,0.387988
1.15399,0.380989
1.02672,0.190081
1.15659,0.38489
0.937101,0.0556518
1.10937,0.31406
1.15483,0.382248
1.08831,0.282469
1.05598,0.233975
1.2275,0.491244
1.06671,0.250068
1.12139,0.332084
1.0874,0.281106
1.16086,0.391283
1.10154,0.302315
1.1246,0.336905
1.01454,0.171804
1.13488,0.352315
1.09612,0.294183
1.1143,0.321444
1.1087,0.313051
1.16438,0.396564
1.00974,0.164611
1.17354,0.410308
1.06058,0.240866
1.15799,0.386991
1.14988,0.374822
1.09599,0.293988
0.940976,0.0614636
1.05651,0.23477
1.05146,0.22719
1.2788,1
1.03642,0.204629
1.23062,0.495931
1.17907,0.41861
1.08272,0.274083
1.15853,0.387791
1.06691,0.250369
1.10075,0.301128
1.13622,0.354333
1.09597,0.293948
1.10912,0.313677
1.04334,0.215014
1.01253,0.168801
1.07306,0.259597
1.03194,0.197907
1.07033,0.255502
1.21203,0.468042
1.09839,0.297587
1.28159,1
1.07831,0.267472
1.1494,0.3741
1.13908,0.358627
1.1132,0.319796
1.11344,0.320154
0.993975,0.140962
1.13516,0.352741
1.07751,0.266258
1.11976,0.329644
1.01944,0.179162
1.03518,0.202768
1.10568,0.308519
1.13414,0.351203
1.13999,0.359992
1.15092,0.376376
1.03968,0.20952
1.09854,0.297809
1.01851,0.177772
1.12854,0.342809
1.01396,0.170934
1.19278,0.439163
1.09807,0.297109
1.08023,0.270347
1.11797,0.326957
1.14076,0.361139
1.08181,0.272716
1.04703,0.220546
1.13174,0.347614
1.15328,0.379922
1.06815,0.252229
1.23379,1
1.1439,0.36585
1.14085,0.361278
1.03628,0.20442
1.16158,0.392373
1.13309,0.349634
0.891747,0
1.13697,0.355462
1.09998,0.299974
1.08186,0.272792
1.01782,0.176729
1.14905,0.37358
1.00424,0.15636
1.28262,1
1.20966,0.464485
1.23304,0.499553
0.94788,0.0718198
1.00262,0.153933
1.1179,0.326855
0.987136,0.130704
1.08068,0.271024
1.00207,0.153102
1.10506,0.307597
1.22873,0.493101
1.17537,0.413056
1.06554,0.248312
1.0373,0.205943
1.01937,0.179051
1.11518,0.322771
1.35818,1
1.09426,0.291396
1.11043,0.31564
1.19779,0.446682
1.12127,0.33191
1.1656,0.398406
1.18714,0.430707
1.18669,0.43003
1.09315,0.289721
1.11012,0.315175
1.13422,0.351331
1.01954,0.179305
1.00006,0.150097
1.25451,1
1.18108,0.421617
1.12276,0.334142
1.257,1
1.14184,0.362753
1.13218,0.348277
1.23754,1
1.08586,0.278794
1.20041,0.450622
1.10509,0.307629
1.09099,0.286484
1.13423,0.351341
1.10737,0.31105
1.10965,0.314468
1.07585,0.263775
1.13832,0.357487
1.13276,0.349142
1.00905,0.163575
1.22069,0.48103
1.24204,1
1.13419,0.35128
1.08533,0.277994
1.08197,0.272951
1.15537,0.383058
1.02908,0.193613
1.24277,1
1.04414,0.216212
1.01565,0.173472
1.12707,0.340612
0.909444,0.0141658
1.11599,0.323981
1.22037,0.480556
1.06754,0.251316
0.903401,0.00510213
1.15544,0.383158
1.12641,0.339611
1.04721,0.220821
1.05202,0.228032
1.19839,0.447582
0.968249,0.102374
1.12801,0.342012
1.10763,0.311451
1.12577,0.338651
1.0958,0.293693
1.19646,0.444697
1.1704,0.405603
1.07403,0.261043
0.975826,0.113739
1.03916,0.208739
1.10908,0.313627
1.13917,0.358762
1.20505,0.45757
1.17255,0.408824
1.29407,1
1.0627,0.244057
1.12567,0.3385
1.15844,0.387658
1.08915,0.283732
1.0549,0.232345
1.15845,0.38767
1.17393,0.41089
1.09374,0.290613
1.01539,0.173092
1.08345,0.275169
1.08746,0.281197
1.16493,0.3974
1.06836,0.25254
1.09042,0.285623
1.09547,0.293198
1.15621,0.384321
1.14169,0.362529
1.04351,0.215268
0.917077,0.0256157
0.939036,0.0585541
1.04991,0.22486
1.04932,0.22398
1.0374,0.206104
1.099,0.298499
1.15782,0.386726
1.01254,0.168804
1.05451,0.231772
1.19536,0.443047
1.09471,0.292067
1.0794,0.269098
1.16395,0.39593
1.09688,0.295317
1.02153,0.182294
1.13242,0.348629
1.12637,0.339551
1.10009,0.300139
1.05546,0.233184
1.14065,0.360974
1.20792,0.461878
1.16218,0.393272
1.05876,0.238141
1.08425,0.27637
0.986952,0.130427
1.16441,0.396614
1.10012,0.300186
1.1181,0.327152
1.14897,0.373455
1.15539,0.383088
0.981251,0.121877
1.12676,0.340139
1.07254,0.258809
1.03874,0.208107
1.12562,0.338423
1.09938,0.299065
0.99429,0.141436
1.0883,0.282457
1.0597,0.239552
1.07066,0.255992
1.1031,0.304643
1.11285,0.31927
1.13543,0.353145
1.04354,0.215306
1.20273,0.454099
1.13793,0.356897
1.21731,0.475971
0.998093,0.147139
1.08996,0.284942
1.09293,0.289399
1.05273,0.229099
1.12945,0.344176
1.13766,0.356488
1.07271,0.259068
1.08192,0.272877
1.18397,0.425961
1.14052,0.360786
1.08618,0.279277
1.20369,0.455536
1.14758,0.371368
1.08506,0.277597
1.05418,0.231276
1.11857,0.327849
1.02661,0.189908
1.07663,0.264939
1.22694,0.490416
1.12704,0.340563
0.901894,0.00284164
1.12171,0.332567
1.07982,0.269732
1.04995,0.224928
1.18314,0.424706
1.1237,0.335553
1.10128,0.301924
1.19875,0.448132
1.27854,1
1.08747,0.281212
1.05853,0.237802
1.14761,0.371416
1.12376,0.335638
1.16864,0.402964
1.13194,0.347905
1.0818,0.272707
1.06648,0.249719
1.15814,0.38721
1.15922,0.388834
1.03729,0.205931
1.07545,0.263174
1.25445,1
1.12136,0.332042
1.00645,0.159674
1.22748,0.491214
1.22489,0.487333
1.12614,0.339212
1.06355,0.24532
1.13911,0.35867
1.13676,0.355139
0.963674,0.0955112
1.03662,0.204935
1.08457,0.276861
1.05679,0.23519
1.03227,0.198401
1.11906,0.32859
1.16651,0.399769
1.01217,0.16825
1.10021,0.300321
1.12716,0.340746
1.01859,0.177878
1.03089,0.19633
1.16791,0.401865
0.931622,0.0474324
1.05024,0.225358
1.00298,0.154469
1.03729,0.205939
1.11749,0.326236
1.24864,1
1.10656,0.309839
1.21074,0.466111
1.06459,0.246884
1.12351,0.335272
1.13845,0.35768
1.15079,0.376189
1.08906,0.283585
1.17548,0.413216
0.990148,0.135223
0.99906,0.14859
1.15655,0.384832
1.10531,0.307965
1.14355,0.365324
1.08556,0.278343
1.13408,0.351124
1.16262,0.393932
1.05057,0.225859
1.06979,0.25469
1.10065,0.30097
1.13085,0.346274
1.10414,0.306216
1.07744,0.266155
1.09402,0.291024
1.13087,0.34631
0.932863,0.049294
1.02955,0.194322
1.08775,0.281627
0.920477,0.0307157
