flow,fail
0.586562,0
0.465014,0
0.317803,0
0.391984,0
0.441757,0
0.550737,0
0.580047,0
0.495938,0
0.483165,0
0.375909,0
0.425105,0
0.591341,0
0.682308,0
0.480725,0
0.64331,0
0.490041,0
0.570828,0
0.646772,0
0.543728,0
0.48267,0
0.373433,0
0.380204,0
0.459771,0
0.620873,0
0.44834,0
0.731719,0
0.415748,0
0.413726,0
0.598981,0
0.541706,0
0.431831,0
0.450354,0
0.407759,0
0.428993,0
0.552357,0
0.528879,0
0.378645,0
0.497866,0
0.394344,0
0.597239,0
0.65271,0
0.559445,0
0.451885,0
0.666433,0
0.294395,0
0.629181,0
0.487111,0
0.560678,0
0.459364,0
0.545534,0
0.470096,0
0.425507,0
0.506405,0
0.610037,0
0.436025,0
0.455324,0
0.752832,0
0.446557,0
0.526507,0
0.482956,0
0.560856,0
0.480858,0
0.605463,0
0.386604,0
0.453002,0
0.633606,0
0.352453,0
0.544674,0
0.640148,0
0.494209,0
0.620305,0
0.443483,0
0.511821,0
0.527177,0
0.423842,0
0.481919,0
0.535685,0
0.518459,0
0.481117,0
0.428583,0
0.469596,0
0.512255,0
0.662857,0
0.516169,0
0.410958,0
0.65404,0
0.280963,0
0.603354,0
0.601708,0
0.427423,0
0.449442,0
0.270895,0
0.72216,0
0.431261,0
0.656378,0
0.65832,0
0.55787,0
0.559879,0
0.544138,0
0.486671,0
0.269576,0
0.545502,0
0.531844,0
0.222289,0
0.680618,0
0.463388,0
0.52195,0
0.437125,0
0.391784,0
0.495749,0
0.500848,0
0.469354,0
0.431476,0
0.553079,0
0.600124,0
0.338464,0
0.677865,0
0.371366,0
0.627942,0
0.632275,0
0.609195,0
0.445064,0
0.593277,0
0.434702,0
0.526907,0
0.6352,0
0.438117,0
0.496187,0
0.520598,0
0.42434,0
0.383782,0
0.451744,0
0.567765,0
0.560144,0
0.327738,0
0.588745,0
0.603314,0
0.589283,0
0.607756,0
0.444851,0
0.561766,0
0.487315,0
0.411505,0
0.606772,0
0.593652,0
0.28925,0
0.538518,0
0.50405,0
0.36773,0
0.645236,0
0.452504,0
0.466446,0
0.507532,0
0.57631,0
0.407591,0
0.583299,0
0.531214,0
0.584016,0
0.557465,0
0.542525,0
0.496616,0
0.609582,0
0.458154,0
0.457102,0
0.502891,0
0.597232,0
0.551101,0
0.409585,0
0.399577,0
0.522475,0
0.548701,0
0.430249,0
0.507759,0
0.373001,0
0.626987,0
0.55068,0
0.476699,0
0.256426,0
0.416171,0
0.560901,0
0.409213,0
0.415435,0
0.46193,0
0.636238,0
0.341308,0
0.519969,0
0.436271,0
0.536861,0
0.582726,0
0.372908,0
0.420034,0
0.475765,0
0.407425,0
0.477636,0
0.42813,0
0.561077,0
0.494066,0
0.636912,0
0.685327,0
0.569755,0
0.562666,0
0.515331,0
0.585563,0
0.559777,0
0.489878,0
0.56991,0
0.475521,0
0.353323,0
0.598795,0
0.36583,0
0.605437,0
0.514437,0
0.469869,0
0.438159,0
0.512603,0
0.441099,0
0.647918,0
0.655272,0
0.575971,0
0.645507,0
0.340985,0
0.500265,0
0.472834,0
0.673401,0
0.545945,0
0.535294,0
0.54625,0
0.382054,0
0.502107,0
0.699259,0
0.548012,0
0.326304,0
0.562455,0
0.547807,0
0.661534,0
0.569939,0
0.458621,0
0.447565,0
0.489817,0
0.560489,0
0.592696,0
0.601486,0
0.589348,0
0.565764,0
0.454971,0
0.37971,0
0.456079,0
0.356757,0
0.419471,0
0.54941,0
0.415511,0
0.247959,0
0.567568,0
0.418954,0
0.378974,0
0.692605,0
0.368581,0
0.471064,0
0.62201,0
0.370143,0
0.51043,0
0.487598,0
0.527162,0
0.51879,0
0.523503,0
0.391906,0
0.316909,0
0.40738,0
0.647372,0
0.586923,0
0.41428,0
0.471836,0
0.690421,0
0.455008,0
0.322572,0
0.649551,0
0.475169,0
0.491375,0
0.50571,0
0.447085,0
0.356377,0
0.564442,0
0.475662,0
0.420379,0
0.398894,0
0.390328,0
0.544337,0
0.481629,0
0.309609,0
0.423012,0
0.446361,0
0.48837,0
0.403953,0
0.352753,0
0.641903,0
0.676714,0
0.336793,0
0.549094,0
0.463102,0
0.38741,0
0.464798,0
0.382049,0
0.519019,0
0.410774,0
0.513741,0
0.386333,0
0.312191,0
0.566679,0
0.512747,0
0.438131,0
0.346245,0
0.508074,0
0.5944,0
0.501112,0
0.715845,0
0.353143,0
0.378271,0
0.429481,0
0.490004,0
0.480428,0
0.500913,0
0.371951,0
0.363011,0
0.332533,0
0.593305,0
0.600839,0
0.582956,0
0.576357,0
0.396368,0
0.580035,0
0.269626,0
0.513256,0
0.577544,0
0.483471,0
0.437751,0
0.680306,0
0.452924,0
0.530249,0
0.482187,0
0.586063,0
0.502183,0
0.534795,0
0.379136,0
0.549323,0
0.494516,0
0.520217,0
0.512304,0
0.591042,0
0.372354,0
0.603999,0
0.444248,0
0.582016,0
0.570543,0
0.494332,0
0.275106,0
0.438501,0
0.431354,0
0.752863,0
0.410084,0
0.684726,0
0.611827,0
0.475565,0
0.58277,0
0.453208,0
0.501063,0
0.551226,0
0.494294,0
0.512895,0
0.419874,0
0.376304,0
0.461908,0
0.403746,0
0.458047,0
0.658431,0
0.497725,0
0.756807,0
0.469333,0
0.569862,0
0.555275,0
0.518664,0
0.519001,0
0.350058,0
0.549725,0
0.468188,0
0.527949,0
0.386073,0
0.408329,0
0.508032,0
0.548275,0
0.556561,0
0.572008,0
0.414695,0
0.497935,0
0.384762,0
0.540361,0
0.378316,0
0.631204,0
0.497274,0
0.472043,0
0.525415,0
0.557642,0
0.474276,0
0.42509,0
0.54489,0
0.575351,0
0.454961,0
0.689204,0
0.562084,0
0.557773,0
0.409886,0
0.58709,0
0.546796,0
0.205486,0
0.55229,0
0.499976,0
0.474348,0
0.383779,0
0.569372,0
0.364575,0
0.758268,0
0.655078,0
0.68814,0
0.28487,0
0.362287,0
0.525319,0
0.340386,0
0.472681,0
0.361504,0
0.507163,0
0.682057,0
0.606591,0
0.451268,0
0.411322,0
0.385968,0
0.521469,0
0.865128,0
0.491888,0
0.514746,0
0.638293,0
0.530085,0
0.592778,0
0.623231,0
0.622593,0
0.490309,0
0.514307,0
0.548396,0
0.386208,0
0.35867,0
0.718514,0
0.614661,0
0.53219,0
0.722028,0
0.559164,0
0.545516,0
0.694517,0
0.480007,0
0.642008,0
0.507193,0
0.487257,0
0.548405,0
0.510418,0
0.513641,0
0.465847,0
0.5542,0
0.546332,0
0.371377,0
0.670676,0
0.700873,0
0.548347,0
0.479252,0
0.474498,0
0.578308,0
0.399698,0
0.70191,0
0.421004,0
0.380708,0
0.538289,0
0.230513,0
0.52261,0
0.67023,0
0.4541,0
0.221968,0
0.578402,0
0.537345,0
0.425349,0
0.432148,0
0.639142,0
0.313676,0
0.539609,0
0.510796,0
0.53644,0
0.494054,0
0.636422,0
0.599563,0
0.463271,0
0.324391,0
0.413958,0
0.512848,0
0.555401,0
0.648559,0
0.6026,0
0.774458,0
0.447256,0
0.536298,0
0.582645,0
0.484662,0
0.436214,0
0.582656,0
0.604549,0
0.49115,0
0.38035,0
0.476589,0
0.482272,0
0.591829,0
0.455254,0
0.486445,0
0.493587,0
0.579498,0
0.558953,0
0.420114,0
0.241308,0
0.272363,0
0.429157,0
0.428327,0
0.411474,0
0.498585,0
0.581766,0
0.376308,0
0.435674,0
0.634866,0
0.492521,0
0.470865,0
0.590444,0
0.495585,0
0.389026,0
0.545848,0
0.537289,0
